subBranch;commitId;category;days;mergeSize;date;rate
blending;866198;b;23;335,351;Mar 24, 2015;14,580.47826
poc/boardroom_redefined;998246;t;1;220,783;Jun 24, 2015;220,783
workstream_ux;1107439;t;6;172,041;Aug 5, 2015;28,673.5
integration;502577;b;1;155,774;May 28, 2014;155,774
integration;495801;b;1;154,441;May 22, 2014;154,441
integration;501856;b;1;111,617;May 28, 2014;111,617
poc/boardroom_redefined;1008696;t;1;104,849;Jun 30, 2015;104,849
poc/boardroom_demo;1148277;t;2;103,139;Aug 27, 2015;51,569.5
vertical/boardroom;1211174;t;2;95,952;Sep 30, 2015;47,976
integration;503948;b;1;95,336;May 30, 2014;95,336
vertical/boardroom;1262130;t;2;74,395;Oct 28, 2015;37,197.5
vertical/boardroom;1236109;t;7;61,419;Oct 14, 2015;8,774.142857
vertical/unified_filter;1250973;t;2;59,786;Oct 21, 2015;29,893
workstream_ux;1076012;t;1;56,523;Jul 21, 2015;56,523
vertical/boardroom;1184814;t;1;50,320;Sep 16, 2015;50,320
poc/rptfcst;1000465;t;1;48,620;Jun 25, 2015;48,620
workstream_lumira_sf;992106;t;1;41,796;Jun 19, 2015;41,796
poc/data_acquisition;990482;t;1;41,622;Jun 18, 2015;41,622
poc/demo_quentin;992573;t;1;41,530;Jun 21, 2015;41,530
poc/data_acquisition;990474;t;1;41,524;Jun 18, 2015;41,524
poc/geospatial;992148;t;1;35,980;Jun 19, 2015;35,980
poc/boardroom_demo;1161031;t;1;33,679;Sep 3, 2015;33,679
poc/colgate;992225;t;1;30,785;Jun 20, 2015;30,785
poc/rss_widget;1215459;t;1;30,506;Oct 1, 2015;30,506
poc/rss_widget;1216799;t;1;29,360;Oct 2, 2015;29,360
integration;490295;b;1;28,738;May 20, 2014;28,738
poc/boardroom;917229;b;1;24,872;Apr 28, 2015;24,872
projectStructureChange;527295;b;1;22,312;Jun 22, 2014;22,312
poc/demo_quentin;996352;t;2;21,920;Jun 23, 2015;10,960
poc/colgate;1001481;t;2;21,726;Jun 25, 2015;10,863
poc/boardroom_redefined;1011507;t;1;20,669;Jul 2, 2015;20,669
vertical/allocation;986488;t;1;20,648;Jun 17, 2015;20,648
poc/rptfcst;1006945;t;2;20,035;Jun 30, 2015;10,017.5
poc/boardroom_redefined;1016472;t;2;18,302;Jul 6, 2015;9,151
projectStructureChange;527297;b;1;16,354;Jun 22, 2014;16,354
workstream_ux;1179474;t;1;15,384;Sep 14, 2015;15,384
workstream_ux;1179307;t;9;15,308;Sep 14, 2015;1,700.888888
integration;488356;b;1;15,280;May 18, 2014;15,280
vertical/allocation;1022889;t;2;13,827;Jul 9, 2015;6,913.5
poc/collaboration;1259037;t;18;13,758;Oct 26, 2015;764.333333
workstream_collaboration;1108070;t;2;12,679;Aug 5, 2015;6,339.5
poc/colgate;1008639;t;1;12,406;Jun 30, 2015;12,406
workstream_ux;1075605;t;1;12,104;Jul 21, 2015;12,104
poc/collaboration;1228292;t;11;12,088;Oct 9, 2015;1,098.90909
poc/boardroom_redefined;1001401;t;1;11,147;Jun 25, 2015;11,147
poc/multi_datasets;1140132;t;1;10,883;Aug 24, 2015;10,883
poc/multi_datasets;1140114;t;4;10,779;Aug 24, 2015;2,694.75
poc/multi_datasets;1142724;t;2;10,614;Aug 25, 2015;5,307
workstream_ux;1009281;t;16;10,126;Jul 1, 2015;632.875
vertical/boardroom;1185957;t;1;10,112;Sep 16, 2015;10,112
workstream_collaboration;1122427;t;1;10,051;Aug 12, 2015;10,051
vertical/allocation;989855;t;1;8,712;Jun 18, 2015;8,712
integration;487391;b;1;8,317;May 16, 2014;8,317
vertical/boardroom;1201450;t;1;8,306;Sep 24, 2015;8,306
integration;495976;b;1;8,147;May 23, 2014;8,147
vertical/allocation;1193212;t;1;7,162;Sep 21, 2015;7,162
vertical/allocation;1007849;t;1;6,581;Jun 30, 2015;6,581
vertical/allocation;970533;t;2;5,767;Jun 6, 2015;2,883.5
integration;500247;b;1;5,672;May 27, 2014;5,672
workstream_ux;1132134;t;8;5,520;Aug 19, 2015;690
workstream_qa;748676;b;1;5,500;Dec 22, 2014;5,500
integration;494220;b;1;5,461;May 22, 2014;5,461
vertical/boardroom;1200211;t;2;5,399;Sep 24, 2015;2,699.5
integration;494254;b;1;4,932;May 22, 2014;4,932
poc/colgate;999192;t;2;4,837;Jun 24, 2015;2,418.5
workstream_collaboration;1134539;t;2;4,828;Aug 20, 2015;2,414
poc/demo_quentin;996817;t;1;4,818;Jun 23, 2015;4,818
vertical/allocation;1216880;t;1;4,392;Oct 2, 2015;4,392
poc/boardroom_svb;1216453;t;1;4,348;Oct 2, 2015;4,348
workstream_collaboration;842880;b;2;4,308;Mar 10, 2015;2,154
vertical/devinfra;1020828;t;2;4,280;Jul 7, 2015;2,140
workstream_lumira_sf;994812;t;1;4,170;Jun 22, 2015;4,170
vertical/allocation;1044742;t;1;4,115;Jul 20, 2015;4,115
poc/boardroom_redefined;994234;t;1;4,083;Jun 22, 2015;4,083
workstream_ux;1158801;t;13;4,033;Sep 2, 2015;310.230769
integration;490821;b;1;3,878;May 20, 2014;3,878
vertical/boardroom;1206953;t;1;3,850;Sep 28, 2015;3,850
poc/colgate;1006491;t;3;3,452;Jun 29, 2015;1,150.666666
vertical/allocation;925931;t;3;3,436;May 5, 2015;1,145.333333
mobile;640893;b;3;3,417;Sep 29, 2014;1,139
workstream_lumira_bundles;917729;b;1;3,375;Apr 28, 2015;3,375
workstream_lumira_bundles;917754;b;1;3,375;Apr 28, 2015;3,375
workstream_ux;964556;t;2;3,332;Jun 2, 2015;1,666
integration;503822;b;1;3,268;May 29, 2014;3,268
workstream_collaboration;1168715;t;1;3,232;Sep 8, 2015;3,232
workstream_ux;752667;b;3;3,221;Dec 30, 2014;1,073.666666
workstream_lumira_sf;997085;t;1;3,208;Jun 23, 2015;3,208
poc/boardroom_svb;1217587;t;1;3,096;Oct 4, 2015;3,096
poc/boardroom_svb;1217611;t;1;3,090;Oct 4, 2015;3,090
integration;494755;b;1;3,066;May 22, 2014;3,066
integration;495028;b;1;2,971;May 22, 2014;2,971
integration;500927;b;1;2,965;May 27, 2014;2,965
poc/event_proc;1037493;t;2;2,933;Jul 16, 2015;1,466.5
vertical/allocation;1125280;t;1;2,870;Aug 19, 2015;2,870
poc/wrangling;1150021;t;1;2,860;Aug 27, 2015;2,860
workstream_ux;823138;b;1;2,830;Feb 23, 2015;2,830
integration;493415;b;1;2,823;May 21, 2014;2,823
vertical/boardroom;1159470;t;2;2,820;Sep 3, 2015;1,410
poc/data_acquisition;979179;t;2;2,775;Jun 12, 2015;1,387.5
vertical/allocation;1236525;t;1;2,759;Oct 14, 2015;2,759
vertical/allocation;956504;t;1;2,688;May 27, 2015;2,688
poc/data_acquisition;1007830;t;4;2,649;Jul 2, 2015;662.25
xc_arrays;1130867;t;1;2,626;Aug 18, 2015;2,626
integration;503967;b;1;2,596;May 30, 2014;2,596
integration;499219;b;2;2,412;May 27, 2014;1,206
vertical/allocation;1132881;t;1;2,395;Sep 15, 2015;2,395
vertical/boardroom;1145867;t;1;2,373;Sep 11, 2015;2,373
poc/boardroom_redefined;996636;t;1;2,314;Jun 23, 2015;2,314
vertical/allocation;1028597;t;1;2,311;Jul 13, 2015;2,311
integration;503821;b;1;2,287;May 29, 2014;2,287
vertical/allocation;1114057;t;1;2,229;Aug 10, 2015;2,229
poc/boardroom_redefined;1020344;t;1;2,174;Jul 7, 2015;2,174
workstream_ux;1088280;t;1;2,144;Jul 27, 2015;2,144
blending;866458;b;2;2,131;Mar 25, 2015;1,065.5
vertical/allocation;1193170;t;1;2,079;Sep 21, 2015;2,079
poc/demo_quentin;994357;t;2;2,060;Jun 22, 2015;1,030
integration;489403;b;1;2,010;May 19, 2014;2,010
workstream_ux;783793;b;2;2,008;Jan 26, 2015;1,004
workstream_ux;783812;b;1;2,008;Jan 26, 2015;2,008
poc/event_proc;1024644;t;1;1,974;Jul 9, 2015;1,974
xc_incremental;1155945;t;12;1,916;Sep 1, 2015;159.666666
vertical/allocation;977867;t;1;1,915;Jun 11, 2015;1,915
workstream_ux;821186;t;2;1,864;Jul 17, 2015;932
integration;500850;b;1;1,861;May 27, 2014;1,861
poc/colgate;992177;t;1;1,838;Jun 20, 2015;1,838
integration;491226;b;1;1,837;May 20, 2014;1,837
vertical/allocation;1251109;t;1;1,830;Oct 28, 2015;1,830
workstream_lumira_uviz;1172845;t;1;1,825;Sep 9, 2015;1,825
vertical/boardroom;1153760;t;4;1,775;Aug 31, 2015;443.75
vertical/allocation;1154961;t;1;1,775;Aug 31, 2015;1,775
vertical/boardroom;1213780;t;1;1,770;Oct 1, 2015;1,770
poc/boardroom_redefined;1017663;t;1;1,765;Jul 6, 2015;1,765
vertical/boardroom;1172081;t;2;1,762;Sep 9, 2015;881
workstream_lumira_context;955055;t;1;1,758;May 26, 2015;1,758
integration;493211;b;1;1,748;May 21, 2014;1,748
poc/boardroom_redefined;1001292;t;1;1,734;Jun 25, 2015;1,734
poc/data_acquisition;996034;t;4;1,725;Jun 23, 2015;431.25
vertical/allocation;1154952;t;1;1,719;Aug 31, 2015;1,719
vertical/allocation;920922;b;2;1,710;Apr 30, 2015;855
vertical/allocation;1231410;t;1;1,707;Oct 12, 2015;1,707
vertical/boardroom;1151492;t;1;1,703;Aug 28, 2015;1,703
vertical/allocation;1161978;t;1;1,627;Sep 3, 2015;1,627
vertical/devinfra;1015592;t;1;1,616;Jul 3, 2015;1,616
workstream_apd;712571;b;1;1,615;Nov 25, 2014;1,615
poc/data_acquisition;991962;t;2;1,613;Jun 20, 2015;806.5
poc/rptfcst;1004946;t;1;1,598;Jun 29, 2015;1,598
vertical/boardroom;1174257;t;1;1,592;Sep 10, 2015;1,592
integration;494486;b;1;1,580;May 22, 2014;1,580
workstream_collaboration;1224893;t;1;1,565;Oct 8, 2015;1,565
xc_incremental;1260170;t;49;1,556;Oct 27, 2015;31.755102
workstream_lumira_bundles;957018;t;1;1,551;May 27, 2015;1,551
vertical/allocation;1125535;t;2;1,538;Aug 14, 2015;769
integration;494361;b;1;1,531;May 22, 2014;1,531
poc/data_acquisition;985961;t;1;1,531;Jun 17, 2015;1,531
workstream_qa;814942;b;49;1,526;Feb 16, 2015;31.142857
workstream_lumira_11;1204803;t;1;1,501;Sep 25, 2015;1,501
workstream_apd;717473;b;1;1,494;Nov 28, 2014;1,494
vertical/allocation;1144701;t;2;1,466;Aug 26, 2015;733
integration;499834;b;1;1,462;May 27, 2014;1,462
vertical/allocation;1002502;t;2;1,458;Jun 26, 2015;729
vertical/allocation;991216;t;1;1,454;Jun 24, 2015;1,454
vertical/allocation;1212657;t;1;1,445;Sep 30, 2015;1,445
vertical/allocation;1098517;t;1;1,408;Jul 30, 2015;1,408
workstream_qa;827950;b;2;1,405;Feb 26, 2015;702.5
integration;489771;b;1;1,404;May 19, 2014;1,404
integration;504593;b;1;1,399;May 30, 2014;1,399
vertical/allocation;1020547;t;1;1,385;Jul 15, 2015;1,385
vertical/allocation;1083157;t;1;1,382;Jul 23, 2015;1,382
vertical/allocation;1167610;t;1;1,377;Sep 7, 2015;1,377
vertical/allocation;1195852;t;1;1,373;Sep 22, 2015;1,373
vertical/boardroom;1193149;t;1;1,352;Sep 21, 2015;1,352
workstream_collaboration;1232649;t;1;1,350;Oct 22, 2015;1,350
workstream_lumira_context;950057;t;1;1,349;May 21, 2015;1,349
poc/data_acquisition;998124;t;1;1,322;Jun 24, 2015;1,322
workstream_collaboration;1222027;t;1;1,317;Oct 6, 2015;1,317
integration;494781;b;1;1,294;May 22, 2014;1,294
vertical/allocation;1220906;t;1;1,293;Oct 6, 2015;1,293
vertical/strategy;874648;b;1;1,290;Mar 30, 2015;1,290
vertical/allocation;977356;t;3;1,285;Jun 11, 2015;428.333333
beta;613243;b;2;1,265;Sep 4, 2014;632.5
vertical/allocation;1077058;t;1;1,261;Jul 22, 2015;1,261
vertical/boardroom;1169416;t;1;1,259;Sep 8, 2015;1,259
vertical/allocation;1233104;t;1;1,252;Oct 13, 2015;1,252
integration;493352;b;1;1,249;May 21, 2014;1,249
integration;498062;b;1;1,234;May 26, 2014;1,234
integration;491459;b;1;1,227;May 20, 2014;1,227
workstream_apd;714860;b;1;1,226;Nov 26, 2014;1,226
vertical/boardroom;1195674;t;1;1,223;Sep 24, 2015;1,223
workstream_lumira_context;951824;t;2;1,219;May 22, 2015;609.5
vertical/allocation;949872;t;3;1,211;May 21, 2015;403.666666
vertical/allocation;1172671;t;1;1,211;Sep 17, 2015;1,211
vertical/allocation;1001017;t;1;1,202;Jun 25, 2015;1,202
workstream_lumira_context;962553;t;4;1,196;Jun 1, 2015;299
integration;493883;b;1;1,185;May 21, 2014;1,185
workstream_collaboration;1210764;t;1;1,163;Sep 29, 2015;1,163
workstream_collaboration;1107148;t;1;1,163;Aug 4, 2015;1,163
workstream_collaboration;1227620;t;2;1,159;Oct 9, 2015;579.5
vertical/allocation;998559;t;1;1,138;Jun 24, 2015;1,138
poc/boardroom_redefined;989644;t;1;1,130;Jun 18, 2015;1,130
vertical/licensing;1249141;t;1;1,127;Oct 20, 2015;1,127
integration;489887;b;1;1,125;May 19, 2014;1,125
integration;501839;b;1;1,113;May 28, 2014;1,113
vertical/allocation;1204451;t;1;1,103;Oct 12, 2015;1,103
vertical/allocation;1127851;t;4;1,102;Aug 17, 2015;275.5
vertical/allocation;951554;t;1;1,099;May 22, 2015;1,099
workstream_lumira_oneviz;955062;t;1;1,099;May 26, 2015;1,099
vertical/boardroom;1169705;t;2;1,090;Sep 10, 2015;545
vertical/boardroom;1190880;t;1;1,079;Sep 21, 2015;1,079
integration;496527;b;1;1,073;May 23, 2014;1,073
vertical/allocation;1153637;t;2;1,073;Aug 31, 2015;536.5
vertical/allocation;1239498;t;1;1,070;Oct 15, 2015;1,070
vertical/boardroom;1197594;t;1;1,069;Sep 23, 2015;1,069
vertical/allocation;1130418;t;1;1,066;Aug 18, 2015;1,066
vertical/allocation;982155;t;1;1,059;Jun 15, 2015;1,059
workstream_collaboration;917379;b;1;1,055;Apr 28, 2015;1,055
vertical/unified_filter;1238562;t;6;1,050;Oct 14, 2015;175
workstream_collaboration;1224614;t;2;1,046;Oct 8, 2015;523
poc/dataset;1046363;t;5;1,039;Jul 20, 2015;207.8
vertical/boardroom;1164486;t;1;1,038;Sep 4, 2015;1,038
vertical/allocation;1089430;t;1;1,026;Jul 27, 2015;1,026
poc/boardroom_redefined;1009612;t;1;1,018;Jul 1, 2015;1,018
integration;488123;b;1;1,016;May 18, 2014;1,016
xc_incremental;1137436;t;8;998;Aug 21, 2015;124.75
workstream_lumira_uviz;1167744;t;2;990;Sep 7, 2015;495
poc/boardroom_redefined;1009189;t;1;973;Jul 1, 2015;973
poc/data_acquisition;988245;t;1;964;Jun 18, 2015;964
vertical/boardroom;1193690;t;1;963;Sep 21, 2015;963
vertical/boardroom;1198467;t;1;959;Sep 24, 2015;959
vertical/boardroom;1201442;t;1;957;Sep 24, 2015;957
vertical/boardroom;1201448;t;1;955;Sep 24, 2015;955
vertical/allocation;1009823;t;1;947;Jul 1, 2015;947
vertical/allocation;1111676;t;1;943;Aug 6, 2015;943
poc/boardroom_svb;1219506;t;1;941;Oct 5, 2015;941
vertical/allocation;1024970;t;4;936;Jul 13, 2015;234
workstream_lumira_sf;991923;t;1;934;Jun 19, 2015;934
vertical/allocation;945709;t;15;934;May 19, 2015;62.266666
vertical/devinfra;1027584;t;2;931;Jul 10, 2015;465.5
vertical/allocation;1030734;t;1;924;Jul 16, 2015;924
poc/boardroom_demo;1160660;t;1;921;Sep 3, 2015;921
vertical/allocation;1216043;t;2;917;Oct 4, 2015;458.5
vertical/allocation;1091247;t;1;910;Jul 28, 2015;910
vertical/allocation;1177831;t;1;908;Sep 11, 2015;908
vertical/allocation;1022837;t;1;906;Jul 8, 2015;906
integration;490658;b;1;906;May 20, 2014;906
integration;490482;b;1;906;May 20, 2014;906
vertical/boardroom;1245328;t;6;902;Oct 19, 2015;150.333333
vertical/allocation;989865;t;1;901;Jun 18, 2015;901
integration;494700;b;1;899;May 22, 2014;899
xc_incremental;1137513;t;1;898;Aug 21, 2015;898
integration;499574;b;1;896;May 27, 2014;896
vertical/boardroom;1189297;t;1;893;Sep 18, 2015;893
vertical/unified_filter;1255767;t;2;893;Oct 23, 2015;446.5
poc/boardroom_redefined;1017156;t;1;892;Jul 6, 2015;892
poc/multi_datasets;1205621;t;10;876;Sep 27, 2015;87.6
poc/data_acquisition;990500;t;1;874;Jun 18, 2015;874
beta;626027;b;2;870;Sep 16, 2014;435
poc/boardroom_svb;1215594;t;1;867;Oct 2, 2015;867
workstream_apd;714670;b;1;866;Nov 26, 2014;866
workstream_lumira_blending;870603;b;1;866;Mar 26, 2015;866
integration;495253;b;1;863;May 22, 2014;863
vertical/allocation;978384;t;1;863;Jun 15, 2015;863
poc/google-drive;1146263;t;7;856;Aug 26, 2015;122.285714
integration;502033;b;1;849;May 28, 2014;849
integration;497307;b;2;848;May 24, 2014;424
integration;488193;b;1;847;May 18, 2014;847
vertical/allocation;1150709;t;2;844;Aug 28, 2015;422
vertical/allocation;1150061;t;1;843;Aug 27, 2015;843
vertical/boardroom;1192089;t;2;841;Sep 21, 2015;420.5
integration;491674;b;1;834;May 20, 2014;834
vertical/allocation;952063;t;2;834;May 24, 2015;417
poc/google-drive;1160013;t;1;832;Sep 2, 2015;832
integration;502602;b;1;831;May 28, 2014;831
vertical/allocation;1016445;t;1;825;Jul 6, 2015;825
integration;501281;b;1;823;May 28, 2014;823
vertical/allocation;958803;t;1;821;May 28, 2015;821
workstream_collaboration;752386;b;1;820;Dec 29, 2014;820
workstream_lumira_oneviz;954871;t;2;819;May 26, 2015;409.5
poc/wrangling;1122907;t;2;816;Aug 13, 2015;408
workstream_ux;1165953;t;5;806;Sep 6, 2015;161.2
vertical/boardroom;1185954;t;1;803;Sep 16, 2015;803
workstream_collaboration;1208155;t;1;797;Sep 28, 2015;797
vertical/boardroom;1246059;t;1;787;Oct 19, 2015;787
poc/boardroom_redefined;1023449;t;1;787;Jul 8, 2015;787
workstream_lumira_bundles;957003;t;1;786;May 27, 2015;786
integration;492573;b;1;785;May 21, 2014;785
poc/boardroom_redefined;996299;t;1;784;Jun 25, 2015;784
poc/boardroom_redefined;1009057;t;1;784;Jun 30, 2015;784
poc/boardroom_redefined;1009063;t;1;784;Jun 30, 2015;784
poc/boardroom_redefined;1009067;t;1;784;Jun 30, 2015;784
integration;487693;b;1;784;May 16, 2014;784
poc/boardroom_redefined;1009064;t;1;784;Jun 30, 2015;784
integration;495733;b;1;783;May 22, 2014;783
poc/boardroom_redefined;1009071;t;1;782;Jun 30, 2015;782
workstream_lumira_uviz;1165391;t;1;771;Sep 6, 2015;771
integration;489817;b;1;770;May 19, 2014;770
workstream_ux;744667;b;7;769;Dec 18, 2014;109.857142
vertical/allocation;1116540;t;1;766;Aug 10, 2015;766
vertical/allocation;956778;t;1;756;May 27, 2015;756
poc/teched;1243672;t;2;754;Oct 17, 2015;377
poc/teched;1243573;t;1;750;Oct 16, 2015;750
poc/teched;1245996;t;3;750;Oct 19, 2015;250
vertical/allocation;1136096;t;1;746;Aug 21, 2015;746
vertical/allocation;1092008;t;1;742;Jul 31, 2015;742
poc/boardroom_svb;1245703;t;1;741;Oct 19, 2015;741
integration;490668;b;1;737;May 20, 2014;737
workstream_collaboration;916537;b;1;732;Apr 28, 2015;732
workstream_apd;716703;b;1;721;Nov 27, 2014;721
vertical/allocation;975530;t;1;719;Jun 15, 2015;719
integration;495073;b;1;718;May 22, 2014;718
vertical/allocation;1159347;t;1;715;Sep 10, 2015;715
projectStructureChange;527296;b;1;715;Jun 22, 2014;715
vertical/allocation;1222343;t;2;713;Oct 7, 2015;356.5
workstream_lumira_oneviz;951815;t;1;712;May 22, 2015;712
integration;491337;b;1;710;May 20, 2014;710
integration;502676;b;1;707;May 28, 2014;707
integration;499119;b;1;702;May 26, 2014;702
workstream_collaboration;1189774;t;1;702;Sep 20, 2015;702
poc/boardroom_redefined;1017470;t;1;702;Jul 6, 2015;702
workstream_collaboration;1122227;t;1;700;Aug 18, 2015;700
vertical/allocation;1033614;t;4;694;Jul 20, 2015;173.5
integration;500749;b;1;692;May 27, 2014;692
workstream_qa;748378;b;1;690;Dec 22, 2014;690
poc/event_proc;1028502;t;1;688;Jul 13, 2015;688
poc/event_proc;1028493;t;2;688;Jul 13, 2015;344
vertical/allocation;1121555;t;1;685;Aug 12, 2015;685
workstream_collaboration;1205363;t;3;684;Sep 27, 2015;228
workstream_collaboration;913672;b;28;684;Apr 26, 2015;24.428571
workstream_collaboration;1115502;t;2;684;Aug 10, 2015;342
vertical/allocation;1145111;t;1;681;Aug 26, 2015;681
workstream_collaboration;1189546;t;1;675;Sep 18, 2015;675
vertical/allocation;1156687;t;1;674;Sep 1, 2015;674
vertical/boardroom;1192978;t;1;672;Sep 21, 2015;672
vertical/allocation;965714;t;1;666;Jun 3, 2015;666
poc/google-drive;1193655;t;1;663;Sep 21, 2015;663
workstream_lumira_11;1183461;t;1;662;Sep 15, 2015;662
vertical/allocation;1249768;t;1;661;Oct 21, 2015;661
poc/geospatial;999248;t;2;661;Jun 24, 2015;330.5
integration;489811;b;1;660;May 19, 2014;660
integration;495227;b;1;660;May 22, 2014;660
integration;503210;b;1;660;May 29, 2014;660
workstream_lumira_11;1183432;t;1;659;Sep 15, 2015;659
workstream_lumira_11;1198149;t;1;657;Sep 23, 2015;657
integration;500013;b;1;655;May 27, 2014;655
projectStructureChange;529983;b;1;655;Jun 24, 2014;655
vertical/allocation;1031182;t;1;655;Jul 14, 2015;655
workstream_lumira_11;1183078;t;1;654;Sep 15, 2015;654
vertical/allocation;1250445;t;1;648;Oct 21, 2015;648
vertical/allocation;1222318;t;1;647;Oct 12, 2015;647
integration;492883;b;1;647;May 21, 2014;647
vertical/allocation;1246859;t;1;647;Oct 19, 2015;647
vertical/allocation;1217490;t;2;646;Oct 3, 2015;323
vertical/allocation;1231928;t;3;646;Oct 18, 2015;215.333333
vertical/allocation;1246167;t;1;646;Oct 19, 2015;646
vertical/boardroom;1167161;t;1;646;Sep 7, 2015;646
workstream_apd;711233;b;2;645;Nov 25, 2014;322.5
projectStructureChange;527576;b;1;642;Jun 23, 2014;642
integration;502773;b;1;641;May 29, 2014;641
vertical/allocation;1036679;t;1;639;Jul 17, 2015;639
vertical/allocation;1100263;t;2;639;Jul 31, 2015;319.5
vertical/unified_filter;1251498;t;1;636;Oct 21, 2015;636
integration;499089;b;1;636;May 26, 2014;636
vertical/allocation;955664;t;2;633;May 27, 2015;316.5
workstream_ux;867731;b;1;627;Mar 25, 2015;627
vertical/unified_filter;1246235;t;2;625;Oct 19, 2015;312.5
beta;614930;b;2;624;Sep 5, 2014;312
poc/event_proc;1030887;t;1;617;Jul 14, 2015;617
vertical/allocation;966755;t;1;616;Jun 3, 2015;616
integration;492484;b;1;614;May 21, 2014;614
integration;503111;b;1;613;May 29, 2014;613
workstream_qa;748985;b;2;612;Dec 23, 2014;306
workstream_qa;749218;b;1;612;Dec 23, 2014;612
vertical/boardroom;1250939;t;1;611;Oct 21, 2015;611
workstream_collaboration;828072;b;31;611;Feb 26, 2015;19.709677
vertical/boardroom;1148621;t;2;609;Aug 28, 2015;304.5
workstream_lumira_oneviz;954918;t;1;608;May 26, 2015;608
vertical/allocation;1130849;t;1;607;Sep 15, 2015;607
integration;494192;b;1;604;May 22, 2014;604
poc/da;1166119;t;2;604;Sep 7, 2015;302
vertical/allocation;1167529;t;1;601;Sep 18, 2015;601
poc/google-drive;1157095;t;6;600;Sep 1, 2015;100
workstream_lumira_explore;992207;t;5;599;Jun 20, 2015;119.8
workstream_qa;749347;b;1;599;Dec 23, 2014;599
vertical/boardroom;1201494;t;1;598;Sep 24, 2015;598
workstream_collaboration;1120462;t;1;596;Aug 12, 2015;596
poc/teched;1240643;t;1;595;Oct 15, 2015;595
workstream_collaboration;957834;t;2;594;Jun 17, 2015;297
poc/dashboardcons;1017620;t;1;593;Jul 6, 2015;593
workstream_collaboration;1125426;t;2;592;Aug 14, 2015;296
poc/data_acquisition;977178;t;2;591;Jun 11, 2015;295.5
vertical/allocation;1091836;t;1;591;Jul 28, 2015;591
workstream_collaboration;1117799;t;2;590;Aug 11, 2015;295
workstream_collaboration;1118837;t;1;590;Aug 11, 2015;590
poc/boardroom_svb;1221374;t;1;590;Oct 6, 2015;590
workstream_apd;712567;b;1;589;Nov 25, 2014;589
workstream_qa;749002;b;1;589;Dec 23, 2014;589
workstream_apd;712566;b;1;589;Nov 25, 2014;589
workstream_qa;749733;b;1;587;Dec 23, 2014;587
workstream_collaboration;1115623;t;1;587;Aug 10, 2015;587
workstream_lumira_blending;870032;b;1;586;Mar 26, 2015;586
xc_incremental;1156430;t;1;584;Sep 1, 2015;584
workstream_apd;710543;b;1;583;Nov 24, 2014;583
vertical/allocation;966599;t;1;583;Jun 3, 2015;583
workstream_apd;709696;b;1;581;Nov 24, 2014;581
poc/boardroom_redefined;1012373;t;1;580;Jul 2, 2015;580
integration;500398;b;1;575;May 27, 2014;575
poc/google-drive;1003858;t;1;572;Jun 26, 2015;572
poc/data_acquisition;976660;t;1;567;Jun 10, 2015;567
vertical/boardroom;1188560;t;1;567;Sep 17, 2015;567
integration;493800;b;1;564;May 21, 2014;564
vertical/allocation;964855;t;1;561;Jun 2, 2015;561
vertical/allocation;1029673;t;1;560;Jul 14, 2015;560
vertical/allocation;964727;t;1;558;Jun 2, 2015;558
vertical/allocation;964850;t;1;558;Jun 2, 2015;558
integration;497446;b;2;556;May 25, 2014;278
workstream_lumira_sf;992017;t;1;555;Jun 19, 2015;555
integration;503731;b;1;553;May 29, 2014;553
vertical/boardroom;1248149;t;1;552;Oct 20, 2015;552
vertical/boardroom;1263460;t;1;548;Oct 28, 2015;548
vertical/allocation;1177752;t;1;548;Sep 11, 2015;548
vertical/boardroom;1248300;t;1;546;Oct 20, 2015;546
vertical/allocation;1223619;t;1;544;Oct 7, 2015;544
workstream_lumira_11;1199191;t;1;543;Sep 23, 2015;543
integration;493002;b;1;543;May 21, 2014;543
poc/wrangling;1136503;t;1;541;Aug 20, 2015;541
vertical/allocation;1018255;t;2;540;Jul 7, 2015;270
vertical/allocation;1140712;t;1;539;Aug 24, 2015;539
poc/wrangling;1117474;t;1;537;Aug 10, 2015;537
vertical/boardroom;1215471;t;1;537;Oct 1, 2015;537
vertical/allocation;922444;t;2;535;May 1, 2015;267.5
workstream_ux;867860;b;1;535;Mar 25, 2015;535
poc/wrangling;1147361;t;8;534;Aug 27, 2015;66.75
poc/allocation1;989485;t;1;533;Jun 18, 2015;533
vertical/allocation;986521;t;1;533;Jun 17, 2015;533
vertical/allocation;1213961;t;2;529;Oct 1, 2015;264.5
workstream_lumira_11;1199079;t;1;528;Sep 23, 2015;528
vertical/allocation;1240061;t;1;528;Oct 15, 2015;528
vertical/allocation;1075682;t;1;528;Jul 21, 2015;528
vertical/devinfra;1025485;t;2;526;Jul 9, 2015;263
vertical/allocation;1075213;t;1;522;Jul 21, 2015;522
vertical/boardroom;1159441;t;1;519;Sep 2, 2015;519
poc/google-drive;1003873;t;1;517;Jun 26, 2015;517
workstream_lumira_uviz;1164949;t;1;516;Sep 4, 2015;516
poc/data_acquisition;976457;t;1;516;Jun 10, 2015;516
vertical/allocation;1115647;t;1;515;Aug 10, 2015;515
workstream_apd;712556;b;1;512;Nov 25, 2014;512
workstream_lumira_uviz;1164947;t;1;512;Sep 4, 2015;512
vertical/boardroom;1188136;t;1;512;Sep 17, 2015;512
workstream_apd;715490;b;1;512;Nov 27, 2014;512
poc/multi_datasets;1182193;t;7;510;Sep 15, 2015;72.857142
